dataset_name,table_name,granularity,paid/unpaid,region,hierarchy,category,dateTimeColumn,Being used,Utilised in Project
EMEA_TSO_GAS_SWITZERLAND - overall_energy_statistics,gas_production_import_conversion_and_consumption,daily,UNPAID,EMEA,EMEA_TSO_GAS_SWITZERLAND,Gas,ee_timestamp,No,No
EMEA_TSO_GAS_SWITZERLAND - overall_energy_statistics,import_of_energy_sources,daily,UNPAID,EMEA,EMEA_TSO_GAS_SWITZERLAND,Gas,ee_timestamp,No,No
EMEA_TSO_GAS_SWITZERLAND - overall_energy_statistics,switzerlands_energy_balance,daily,UNPAID,EMEA,EMEA_TSO_GAS_SWITZERLAND,Gas,ee_timestamp,No,No
EIA - electricity_EIA860,Energy_Storage,daily,UNPAID,North America,EIA,Electricity,ee_timestamp,No,No
MakStat - natural_gas_in_million_nm3,natural_gas_in_million_nm3,daily,UNPAID,EMEA,MakStat,Gas,ee_timestamp,No,No
MakStat - share_of_energy_commodities_in_total_gross_electricity_production,share_of_energy_commodities_in_total_gross_electricity_production,daily,UNPAID,EMEA,MakStat,Gas,ee_timestamp,No,No
CER - natural_gas_production,natural_gas_production,daily,UNPAID,North America,CER,Natural Gas,ee_timestamp,Yes,No
GREECE_FLOWS - FLOWS,Relative_Entry_Points,daily,UNPAID,EMEA,GREECE_FLOWS,Flows Data,ee_timestamp,No,No
GREECE_FLOWS - FLOWS,Relative_Exit_Points,daily,UNPAID,EMEA,GREECE_FLOWS,Flows Data,ee_timestamp,No,No
JAPAN_HEPCO_DEMAND - gas_supply_and_demand,gas_supply_and_demand,30-min,UNPAID,APAC,JAPAN_HEPCO_DEMAND,Gas,ee_timestamp,Yes,SRD->Japan Dataset
Bundesnetzagentur - gas_imports,gas_imports,daily,UNPAID,EMEA,Bundesnetzagentur,Natural gas,ee_timestamp,No,No
Bundesnetzagentur - gas_exports,gas_exports,daily,UNPAID,EMEA,Bundesnetzagentur,Natural gas,ee_timestamp,No,No
Bundesnetzagentur - gas_prices,gas_prices,daily,UNPAID,EMEA,Bundesnetzagentur,Natural gas,ee_timestamp,No,No
Bundesnetzagentur - gas_production,gas_production,daily,UNPAID,EMEA,Bundesnetzagentur,Natural gas,ee_timestamp,No,No
KANSAI - demand_renewable_shapes,demand_renewable_shapes,30-min,UNPAID,APAC,KANSAI,Gas,ee_timestamp,Yes,No
KANSAI - demand_renewable_shapes,historical_kansai_demand_renewable_shapes,30-min,UNPAID,APAC,KANSAI,Gas,ee_timestamp,Yes,No
Chubu_Electric_Power - area_supply_and_demand_data_monthly,area_supply_and_demand_data_monthly,daily,UNPAID,APAC,Chubu_Electric_Power,Electric Generation & Transmission,ee_timestamp,Yes,No
Chubu_Electric_Power - grid_supply_and_demand_info_daily,system_plan,daily,UNPAID,APAC,Chubu_Electric_Power,Electric Generation & Transmission,ee_timestamp,Yes,No
Chubu_Electric_Power - grid_supply_and_demand_info_daily,system_forecast,daily,UNPAID,APAC,Chubu_Electric_Power,Electric Generation & Transmission,ee_timestamp,Yes,No
Chubu_Electric_Power - grid_supply_and_demand_info_daily,system_performance,daily,UNPAID,APAC,Chubu_Electric_Power,Electric Generation & Transmission,ee_timestamp,Yes,No
Chubu_Electric_Power - historic_area_balance_current_term,historic_area_balance_current_term,daily,UNPAID,APAC,Chubu_Electric_Power,Electric Generation & Transmission,ee_timestamp,Yes,No
Chubu_Electric_Power - power_generation_results_by_unit,power_generation_results_by_unit,daily,UNPAID,APAC,Chubu_Electric_Power,Electric Generation & Transmission,ee_timestamp,Yes,No
Chubu_Electric_Power - power_usage_data_daily,power_usage_data_60M,hourly,UNPAID,APAC,Chubu_Electric_Power,Electric Generation & Transmission,ee_timestamp,Yes,No
Chubu_Electric_Power - power_usage_data_daily,power_usage_data_5M,5-min,UNPAID,APAC,Chubu_Electric_Power,Electric Generation & Transmission,ee_timestamp,Yes,No
EMEA_GAS_ERU_CZ - natural_gas_consumption,natural_gas_consumption,daily,UNPAID,EMEA,EMEA_GAS_ERU_CZ,Gas,ee_timestamp,No,No
ELEXON - generation_forecasts_for_wind_and_solar_v1,generation_forecasts_for_wind_and_solar_v1,daily,PAID,EMEA,ELEXON,Electric Generation & Transmission,ee_timestamp,Yes,SRD -> i1000
ELEXON - generation_forecasts_for_wind_and_solar_v1,generation_forecasts_for_wind_and_solar_v1,daily,PAID,EMEA,ELEXON,Electric Generation & Transmission,ee_timestamp,Yes,SRD -> i1000
SPAIN_ENAGAS - IGIG_Data,IGIG_Data,daily,UNPAID,EMEA,SPAIN_ENAGAS,Gas,ee_timestamp,No,No
JAPAN_TOHOKU_DEMAND - demand_and_renewables_tohoku,demand_and_renewables_tohoku,30-min,UNPAID,APAC,JAPAN_TOHOKU_DEMAND,Demand_and_Supply,ee_timestamp,Yes,SRD->Japan Dataset
Smart_GRTgaz - daily_consumption,consumption_by_customer_type,daily,UNPAID,EMEA,Smart_GRTgaz,Gas,ee_timestamp,No,No
Smart_GRTgaz - daily_consumption,forecasts_for_GRTgaz_total,daily,UNPAID,EMEA,Smart_GRTgaz,Gas,ee_timestamp,No,No
Smart_GRTgaz - daily_consumption,forecasts_for_HMS,daily,UNPAID,EMEA,Smart_GRTgaz,Gas,ee_timestamp,No,No
Smart_GRTgaz - daily_consumption,forecasts_for_industrial_customers_except_HMS,daily,UNPAID,EMEA,Smart_GRTgaz,Gas,ee_timestamp,No,No
Smart_GRTgaz - daily_consumption,forecasts_for_PIRR,daily,UNPAID,EMEA,Smart_GRTgaz,Gas,ee_timestamp,No,No
Smart_GRTgaz - daily_consumption,forecasts_for_public_distribution,daily,UNPAID,EMEA,Smart_GRTgaz,Gas,ee_timestamp,No,No
Smart_GRTgaz - daily_consumption,shipper_forecasts,daily,UNPAID,EMEA,Smart_GRTgaz,Gas,ee_timestamp,No,No
SOUTH_ASIA_ENERGY - hourly_exchange_of_power_with_india,hourly_exchange_of_power_with_india,hourly,UNPAID,APAC,SOUTH_ASIA_ENERGY,Load & Demand,ee_timestamp,Yes,No
DENMARK_NATURAL_GAS - TJ_low_calorific_value,TJ_low_calorific_value_consumption_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_low_calorific_value,TJ_low_calorific_value_exoprt_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_low_calorific_value,TJ_low_calorific_value_import_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_low_calorific_value,TJ_low_calorific_value_memo_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_low_calorific_value,TJ_low_calorific_value_production_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_low_calorific_value,TJ_low_calorific_value_stocks_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_low_calorific_value,TJ_low_calorific_value_export_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_high_calorific_value,TJ_high_calorific_value_consumption_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_high_calorific_value,TJ_high_calorific_value_exoprt_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_high_calorific_value,TJ_high_calorific_value_import_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_high_calorific_value,TJ_high_calorific_value_memo_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_high_calorific_value,TJ_high_calorific_value_production_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_high_calorific_value,TJ_high_calorific_value_stocks_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
DENMARK_NATURAL_GAS - TJ_high_calorific_value,TJ_high_calorific_value_export_data,daily,UNPAID,EMEA,DENMARK_NATURAL_GAS,Gas,ee_timestamp,No,No
Bundesnetzagentur - total_gas_consumption_monthly,total_gas_consumption_monthly,daily,UNPAID,EMEA,Bundesnetzagentur,Gas,ee_timestamp,No,No
Bundesnetzagentur - gas_consumption_industry_monthly,gas_consumption_industry_monthly,daily,UNPAID,EMEA,Bundesnetzagentur,Gas,ee_timestamp,No,No
Bundesnetzagentur - gas_consumption_for_business_and_households_monthly,gas_consumption_for_business_and_households_monthly,daily,UNPAID,EMEA,Bundesnetzagentur,Gas,ee_timestamp,No,No
JARVIS - provisional_balance,gas_transportation_GCV_KWh_Sm3,daily,UNPAID,EMEA,JARVIS,Gas,ee_timestamp,No,No
JARVIS - provisional_balance,gas_transportation_GCV_KWh_Nm3,daily,UNPAID,EMEA,JARVIS,Gas,ee_timestamp,No,No
JARVIS - provisional_balance,gas_transportation_million_kWh,daily,UNPAID,EMEA,JARVIS,Gas,ee_timestamp,No,No
JARVIS - provisional_balance,gas_transportation_million_Nm3,daily,UNPAID,EMEA,JARVIS,Gas,ee_timestamp,No,No
JARVIS - provisional_balance,"gas_transportation_million_Sm3_GCV_10,57275_KWh_Sm3",daily,UNPAID,EMEA,JARVIS,Gas,ee_timestamp,No,No
KSH_Hungary - stocks_of_natural_gas_storage_facilities_on_15th_of_given_month,stocks_of_natural_gas_storage_facilities_on_15th_of_given_month,daily,UNPAID,EMEA,KSH_Hungary,Gas,ee_timestamp,No,No
ERCOT - DAM_Hourly_LMPs,DAM_Hourly_LMPs,hourly,UNPAID,North America,ERCOT,Generation,ee_timestamp,Yes,No
JAPAN_CHUGOKU_ENERGIA_DEMAND - demand_and_supply_energia_chugoku,demand_and_supply_energia_chugoku,hourly,UNPAID,APAC,JAPAN_CHUGOKU_ENERGIA_DEMAND,Demand_and_Supply,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN_OKINAWA - publication_of_supply_and_demand,publication_of_supply_and_demand,30-min,UNPAID,APAC,JAPAN_OKINAWA,Load & Demand,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN_OKINAWA - publication_of_supply_and_demand,historical_okinawa_publication_of_supply_and_demand,hourly,UNPAID,APAC,JAPAN_OKINAWA,Load & Demand,ee_timestamp,Yes,SRD->Japan Dataset
Gas_Networks_Ireland - gas_consumption_by_market_sectors,gas_consumption_by_market_sectors,daily,UNPAID,EMEA,Gas_Networks_Ireland,Gas,ee_timestamp,No,No
Gas_Networks_Ireland - commercial_exit_point_energy_allocations,commercial_exit_point_energy_allocations,daily,UNPAID,EMEA,Gas_Networks_Ireland,Gas,ee_timestamp,No,No
Gas_Networks_Ireland - physical_flows,physical_flows,daily,UNPAID,EMEA,Gas_Networks_Ireland,Gas,ee_timestamp,No,No
Gas_Networks_Ireland - commercial_flows,commercial_flows,daily,UNPAID,EMEA,Gas_Networks_Ireland,Gas,ee_timestamp,No,No
NETHERLANDS_GAS - natural_gas_monthly_consumption_by_sector,natural_gas_monthly_consumption_by_sector,daily,UNPAID,EMEA,NETHERLANDS_GAS,Gas,ee_timestamp,No,No
NETHERLANDS_GAS - metadata,metadata,daily,UNPAID,EMEA,NETHERLANDS_GAS,Gas,ee_timestamp,No,No
JAPAN_SHIKOKU_DEMAND - demand_supply_data,demand_supply_data,30-min,UNPAID,APAC,JAPAN_SHIKOKU_DEMAND,Supply & Demand,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN_SHIKOKU_DEMAND - demand_supply_data,demand_supply_historical_data,hourly,UNPAID,APAC,JAPAN_SHIKOKU_DEMAND,Supply & Demand,ee_timestamp,Yes,SRD->Japan Dataset
ERCOT - Zonal_Dam_LZ_HP,Zonal_Dam_LZ_HP,hourly,UNPAID,North America,ERCOT,Day-Ahead Market,ee_timestamp,No,No
RTE_France - Auvergne-Rhone-Alpes,Auvergne-Rhone-Alpes,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
RTE_France - Bourgogne-Franche-Comte,Bourgogne-Franche-Comte,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
RTE_France - Bretagne,Bretagne,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
RTE_France - Centre-Val-de-Loire,Centre-Val-de-Loire,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
RTE_France - Grand-Est,Grand-Est,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
RTE_France - Hauts-de-France,Hauts-de-France,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
RTE_France - Ile-de-France,Ile-de-France,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
RTE_France - Normandie,Normandie,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
RTE_France - Nouvelle-Aquitaine,Nouvelle-Aquitaine,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
RTE_France - Occitanie,Occitanie,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
RTE_France - PACA,PACA,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
RTE_France - Pays-de-la-Loire,Pays-de-la-Loire,15-min,UNPAID,EMEA,RTE_France,Generation,ee_timestamp,Yes,Analysis (i14)
SWISSGRID - energy_statistics_switzerland,energy_statistics_switzerland,15-min,UNPAID,EMEA,SWISSGRID,Market Data,ee_timestamp,Yes,Analysis (i14)
JAPAN_TOKYO_TEPCO_DEMAND_AND_RENEWABLES - demand_and_renewables_tepco_tokyo,demand_and_renewables_tepco_tokyo,30-min,UNPAID,APAC,JAPAN_TOKYO_TEPCO_DEMAND_AND_RENEWABLES,Load & Demand,ee_timestamp,Yes,SRD->Japan Dataset
barchart_historical_data,PEAK,hourly,PAID,EMEA,BARCHART_HISTORICAL_DATA,Market data,ee_timestamp,No,No
barchart_historical_data,BASE,hourly,PAID,EMEA,BARCHART_HISTORICAL_DATA,Market data,ee_timestamp,No,No
EMEA_Gas_Latvia_Stats - imports_and_consumption_of_natural_gas,imports_and_consumption_of_natural_gas,daily,UNPAID,EMEA,EMEA_Gas_Latvia_Stats,Gas,ee_timestamp,No,No
JAPAN_KYUSHU_DEMAND_AND_RENEWABLES - demand_and_renewables_kyushu,demand_and_renewables_kyushu,30-min,UNPAID,APAC,JAPAN_KYUSHU_DEMAND_AND_RENEWABLES,Load & Demand,ee_timestamp,Yes,SRD->Japan Dataset
ERCOT - DA_System_Lambda,DA_System_Lambda,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,Yes,No
JAPAN_HOKURIKU_DEMAND_AND_RENEWABLES - demand_and_renewables_hokuriku,demand_and_renewables_hokuriku,hourly,UNPAID,APAC,JAPAN_HOKURIKU_DEMAND_AND_RENEWABLES,Load & Demand,ee_timestamp,Yes,SRD->Japan Dataset
EMEA_GAS_POLAND - consumption_of_fuel_and_energy,consumption_of_fuel_and_energy,daily,UNPAID,EMEA,EMEA_GAS_POLAND,Gas,ee_timestamp,No,No
ENTSOE - Commercial_Schedules,Commercial_Schedules_PT60M,hourly,PAID,EMEA,ENTSOE,Electric Generation & Transmission,DateTime(UTC),Yes,SRD -> i1000
ENTSOE - Commercial_Schedules,Commercial_Schedules_PT15M,15-min,PAID,EMEA,ENTSOE,Electric Generation & Transmission,DateTime(UTC),Yes,SRD -> i1000
ENTSOE - Commercial_Schedules,Commercial_Schedules_PT30M,30-min,PAID,EMEA,ENTSOE,Electric Generation & Transmission,DateTime(UTC),Yes,SRD -> i1000
EMEA_GAS_SERBIA - annual_energy_statistics_and_energy_balances,annual_energy_statistics_and_energy_balances,daily,UNPAID,EMEA,EMEA_GAS_SERBIA,Gas,ee_timestamp,No,No
FRED - consumer_price_index_for_all_urban_consumers,consumer_price_index_for_all_urban_consumers,daily,UNPAID,North America,FRED,Pricing,ee_timestamp,Yes,SRD -> NA_GAS_Insights
BANK_OF_CANADA - daily_exchange_rates,daily_exchange_rates,daily,UNPAID,North America,BANK_OF_CANADA,Pricing,ee_timestamp,Yes,SRD -> NA_GAS_Insights
PECD - TYNDP_PECD_Wind_and_Solar,TYNDP_PECD_Wind_and_Solar,hourly,UNPAID,EMEA,PECD,Load & Demand,ee_timestamp,No,No
EMEA_GAS_SLOVENIA - annual_consumption_of_natural_gas,annual_consumption_of_natural_gas,daily,UNPAID,EMEA,EMEA_GAS_SLOVENIA,Gas,ee_timestamp,No,No
PECD - TYNDP_PECD_Hydro,TYNDP_Hydro_MarketNodeInfo,hourly,UNPAID,EMEA,PECD,Load & Demand,ee_timestamp,No,No
PECD - TYNDP_PECD_Hydro,TYNDP_Hydro_YearDependent,hourly,UNPAID,EMEA,PECD,Load & Demand,ee_timestamp,No,No
PECD - TYNDP_PECD_Hydro,TYNDP_Hydro_Uniform,hourly,UNPAID,EMEA,PECD,Load & Demand,ee_timestamp,No,No
ENBRIDGE - storage_inventory,storage_inventory,daily,UNPAID,North America,ENBRIDGE,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
ENBRIDGE - design_capacity_report,design_capacity_report,daily,UNPAID,North America,ENBRIDGE,Gas,ee_timestamp,Yes,SRD -> NA_GAS_Insights
ERCOT - Planned_Unplanned_Transmission_Outage,Planned_Unplanned_Transmission_Outage,hourly,UNPAID,North America,ERCOT,Outage,ee_timestamp,Yes,SRD->ERCOT_CRR
BOSNIA_HERZEGOVINA_NATURAL_GAS - short_term_indicators_of_energy_statistics,short_term_indicators_of_energy_statistics,daily,UNPAID,EMEA,BOSNIA_HERZEGOVINA_NATURAL_GAS,Gas,ee_timestamp,Yes,SRD -> EMEAGas
OPENDATA_SWITZERLAND_ENERGY_BALANCE - opendata_switzerlands_energy_balance,opendata_switzerlands_energy_balance,daily,UNPAID,EMEA,OPENDATA_SWITZERLAND_ENERGY_BALANCE,Gas,ee_timestamp,Yes,No
NITI_AYOG - demand_load_curve_historical_data,demand_load_curve_historical_data,hourly,UNPAID,APAC,NITI_AYOG,Load & Demand,ee_timestamp,Yes,No
ERCOT - Hourly_Real_Time_vs_Actual_Load,Hourly_Real_Time_vs_Actual_Load,hourly,UNPAID,North America,ERCOT,Load,ee_timestamp,No,No
ERCOT - Seven_Day_Load_Forecast_by_Weather_Zone,Seven_Day_Load_Forecast_by_Weather_Zone,hourly,UNPAID,North America,ERCOT,Load,ee_timestamp,Yes,SRD -> ERCOT_CRR
GRID_INDIA_PSP - PSP_Reports,InterState,daily,UNPAID,APAC,GRID_INDIA_PSP,Power Demand,ee_timestamp,Yes,No
GRID_INDIA_PSP - PSP_Reports,CrossBorder,daily,UNPAID,APAC,GRID_INDIA_PSP,Power Demand,ee_timestamp,Yes,No
GRID_INDIA_PSP - PSP_Reports,InterRegional,daily,UNPAID,APAC,GRID_INDIA_PSP,Power Demand,ee_timestamp,Yes,No
REN_DATA_HUB - consumption,consumption,daily,UNPAID,EMEA,REN_DATA_HUB,Gas,ee_timestamp,No,No
REN_DATA_HUB - transmission_network_balance,transmission_network_balance,daily,UNPAID,EMEA,REN_DATA_HUB,Gas,ee_timestamp,No,No
REN_DATA_HUB - LNG_terminal_balance,LNG_terminal_balance,daily,UNPAID,EMEA,REN_DATA_HUB,Gas,ee_timestamp,No,No
REN_DATA_HUB - underground_storage_balance,underground_storage_balance,daily,UNPAID,EMEA,REN_DATA_HUB,Gas,ee_timestamp,No,No
JAPAN - DEMAND_FORECAST_DATA,energy_demand_end_of_use_by_application,daily,UNPAID,APAC,JAPAN,Demand,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - DEMAND_FORECAST_DATA,supply_area_demand_forecast,daily,UNPAID,APAC,JAPAN,Demand,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - DEMAND_FORECAST_DATA,supply_area_demand_forecast_next_year,daily,UNPAID,APAC,JAPAN,Demand,ee_timestamp,Yes,SRD->Japan Dataset
JAPAN - DEMAND_FORECAST_DATA,demand_forecast_nationwide_by_supply_area,daily,UNPAID,APAC,JAPAN,Demand,ee_timestamp,Yes,SRD->Japan Dataset
ENTSOE - Water_Reservoirs_and_Hydro_Storage_Capacities,Water_Reservoirs_and_Hydro_Storage_Capacities_P7D,daily,PAID,EMEA,ENTSOE,Generation,DateTime,Yes,No
ENTSOE - Water_Reservoirs_and_Hydro_Storage_Capacities,Water_Reservoirs_and_Hydro_Storage_Capacities_P7D,daily,PAID,EMEA,ENTSOE,Generation,DateTime,Yes,No
JAPAN_OCCTO - nodal_level_flow_information,nodal_level_flow_information,daily,UNPAID,APAC,JAPAN_OCCTO,Flow,ee_timestamp,Yes,No
ERCOT - DAM_SHADOW_PRICES,DAM_SHADOW_PRICES,hourly,UNPAID,North America,ERCOT,Day-Ahead Market,ee_timestamp,Yes,SRD->ERCOT_CRR
EMEA_GAS_UK - National_Gas_NTS_Data,National_Gas_NTS_Data,daily,UNPAID,EMEA,EMEA_GAS_UK,Gas,ee_timestamp,Yes,SRD -> EMEAGas
EMEA_GOV_UK - dukes_data,dukes_data,daily,UNPAID,EMEA,EMEA_GOV_UK,Gas,ee_timestamp,No,No
EMEA_GAS_ROMANIA_PHYSICAL_FLOWS - physical_flows_romania,physical_flows_romania,daily,UNPAID,EMEA,EMEA_GAS_ROMANIA_PHYSICAL_FLOWS,Gas,ee_timestamp,No,No
EMEA_GAS_UK - National_Gas_NTS_System_Entry_Volume_Data,National_Gas_NTS_System_Entry_Volume_Data,daily,UNPAID,EMEA,EMEA_GAS_UK,Gas,ee_timestamp,Yes,SRD -> EMEAGas
GASSCO - exit_nomination_history,exit_nomination_history,daily,UNPAID,EMEA,GASSCO,Gas,ee_timestamp,No,No
AIOLOS - short_day_ahead_wind_60M,short_day_ahead_wind_60M,hourly,PAID,EMEA,AIOLOS,Generation and Load Forecast,ee_timestamp,Yes,Analysis (i14)
AIOLOS - short_day_ahead_load_60M,short_day_ahead_load_60M,hourly,PAID,EMEA,AIOLOS,Generation and Load Forecast,ee_timestamp,Yes,Analysis (i14)
AIOLOS - short_day_ahead_solar_60M,short_day_ahead_solar_60M,hourly,PAID,EMEA,AIOLOS,Generation and Load Forecast,ee_timestamp,Yes,Analysis (i14)
AIOLOS - short_day_ahead_solar_15M,short_day_ahead_solar_15M,15-min,PAID,EMEA,AIOLOS,Generation and Load Forecast,ee_timestamp,Yes,Analysis (i14)
AIOLOS - short_day_ahead_load_15M,short_day_ahead_load_15M,15-min,PAID,EMEA,AIOLOS,Generation and Load Forecast,ee_timestamp,Yes,Analysis (i14)
AIOLOS - short_day_ahead_wind_15M,short_day_ahead_wind_15M,15-min,PAID,EMEA,AIOLOS,Generation and Load Forecast,ee_timestamp,Yes,Analysis (i14)
EMEA_GAS_SWEDEN - supply_consumption_natural_gas_lng,supply_consumption_natural_gas_lng,daily,UNPAID,EMEA,EMEA_GAS_SWEDEN,Gas,ee_timestamp,No,No
ERCOT - SCED_Disclosure_Reports,SCED_DSR_load_data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,Yes,Analysis(ERCOT_CRR/Reference Cases)
ERCOT - SCED_Disclosure_Reports,SCED_SMNE_GEN_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,Yes,Analysis(ERCOT_CRR/Reference Cases)
ERCOT - SCED_Disclosure_Reports,SCED_QSE_Self_arranged_data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,Yes,Analysis(ERCOT_CRR/Reference Cases)
ERCOT - SCED_Disclosure_Reports,SCED_load_resource_data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,Yes,Analysis(ERCOT_CRR/Reference Cases)
ERCOT - SCED_Disclosure_Reports,SCED_Gen_Resource_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,Yes,Analysis(ERCOT_CRR/Reference Cases)
EMEA_Gas_Lithuania_Stats - imports_of_fuel_and_energy_monthly,imports_of_fuel_and_energy_monthly,daily,UNPAID,EMEA,EMEA_Gas_Lithuania_Stats,Gas,ee_timestamp,No,No
EMEA_Gas_Lithuania_Stats - exports_of_fuel_and_energy_monthly,exports_of_fuel_and_energy_monthly,daily,UNPAID,EMEA,EMEA_Gas_Lithuania_Stats,Gas,ee_timestamp,No,No
EMEA_Gas_Lithuania_Stats - fuel_and_energy_resources_monthly,fuel_and_energy_resources_monthly,daily,UNPAID,EMEA,EMEA_Gas_Lithuania_Stats,Gas,ee_timestamp,No,No
EMEA_Gas_Lithuania_Stats - energy_balances_annual,energy_balances_annual,daily,UNPAID,EMEA,EMEA_Gas_Lithuania_Stats,Gas,ee_timestamp,No,No
BALKAN_GAS_HUB - day_ahead_prices,day_ahead_prices,daily,UNPAID,EMEA,BALKAN_GAS_HUB,Gas,ee_timestamp,No,No
ERCOT - HOURLY_LOAD_DATA,Hourly_Load_Data,hourly,UNPAID,North America,ERCOT,Load,ee_timestamp,Yes,SRD->ERCOT_CRR
ERCOT - DAM_Disclosure_Reports,DAM_Energy_Bid_Awards_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,No,No
ERCOT - DAM_Disclosure_Reports,DAM_Energy_Bid_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,No,No
ERCOT - DAM_Disclosure_Reports,DAM_Energy_Only_Offer_Awards_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,No,No
ERCOT - DAM_Disclosure_Reports,DAM_Energy_Only_Offers_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,No,No
ERCOT - DAM_Disclosure_Reports,DAM_Gen_Resource_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,No,No
ERCOT - DAM_Disclosure_Reports,DAM_PTP_Obligation_Bid_Awards_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,Yes,SRD -> ERCOT_CRR
ERCOT - DAM_Disclosure_Reports,DAM_PTP_Obligation_Bids_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,No,No
ERCOT - DAM_Disclosure_Reports,DAM_PTP_Obligation_Option_Awards_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,Yes,SRD->ERCOT_CRR
ERCOT - DAM_Disclosure_Reports,DAM_PTP_Obligation_Option_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,No,No
ERCOT - DAM_Disclosure_Reports,DAM_QSE_Self_Arranged_AS_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,No,No
ERCOT - DAM_Disclosure_Reports,DAM_Load_Resource_Data,hourly,UNPAID,North America,ERCOT,Load & Demand,ee_timestamp,No,No
EMEA_Gas_Belgium_Stats - energy_consumption_statistics_natural_gas,energy_consumption_statistics_natural_gas,daily,UNPAID,EMEA,EMEA_Gas_Belgium_Stats,Gas,ee_timestamp,No,No
EMEA_Gas_Belgium_Stats - belgian_energy_data_overview,primary_energy_consumption,daily,UNPAID,EMEA,EMEA_Gas_Belgium_Stats,Gas,ee_timestamp,No,No
